Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,1,2,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,1,2,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,12,26,34,14,57,22,24,20,27,34,29,320
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,2,5,4,8,8,7,13,10,10,8,5,84
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,2,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,1,0,1,0,4,1,0,1,1,9
ESTUPRO,0,0,0,0,0,0,0,4,0,0,0,1,5
ESTUPRO DE VULNERÁVEL,0,0,0,1,0,1,0,0,1,0,1,0,4
TOTAL DE ROUBO - OUTROS (1),87,78,82,98,76,107,72,77,124,109,115,114,1.139
ROUBO - OUTROS,87,77,82,98,76,107,72,77,124,109,115,114,1.138
ROUBO DE VEÍCULO,2,0,2,1,3,6,4,4,4,4,4,4,38
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,0,0,0,0,0,0,0,0,0,0,1
FURTO - OUTROS,191,195,300,341,281,276,290,346,301,319,296,306,3.442
FURTO DE VEÍCULO,28,35,46,31,34,32,36,34,52,52,52,39,471
