Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,0,0,1,0,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,0,0,1,0,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,1,0,1,3,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,2,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,11,14,25,24,13,20,28,17,25,29,32,22,260
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2,3,3,2,7,10,4,8,7,3,5,56
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,2,1,0,0,1,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),2,2,0,0,2,1,2,1,2,0,1,1,14
ESTUPRO,1,2,0,0,1,0,0,0,0,0,0,0,4
ESTUPRO DE VULNERÁVEL,1,0,0,0,1,1,2,1,2,0,1,1,10
TOTAL DE ROUBO - OUTROS (1),78,55,82,105,80,81,94,85,89,114,102,84,1.049
ROUBO - OUTROS,78,55,81,104,79,79,93,85,89,114,100,83,1.04
ROUBO DE VEÍCULO,5,2,14,7,9,10,13,15,10,18,17,13,133
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,1,1,1,2,1,0,0,0,2,1,9
FURTO - OUTROS,146,166,229,211,351,193,223,324,301,344,212,217,2.917
FURTO DE VEÍCULO,20,33,31,44,40,33,25,31,41,42,36,35,411
