Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,1,1,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,1,1,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,1,1,1,1,1,1,2,1,0,10
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,1,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,14,23,30,16,21,29,28,32,32,34,29,22,310
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,8,10,5,11,6,4,8,13,13,9,2,96
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,1,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,3,3,3,4,1,3,2,8,7,1,3,40
ESTUPRO,0,1,1,1,1,0,1,0,3,2,0,1,11
ESTUPRO DE VULNERÁVEL,2,2,2,2,3,1,2,2,5,5,1,2,29
TOTAL DE ROUBO - OUTROS (1),96,74,113,100,104,86,144,149,138,152,116,137,1409
ROUBO - OUTROS,95,74,109,97,104,85,140,148,138,151,115,136,1392
ROUBO DE VEÍCULO,14,13,22,15,14,8,7,15,16,11,11,24,170
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,4,3,0,1,4,1,0,1,1,1,17
FURTO - OUTROS,115,107,151,144,140,127,129,162,136,148,128,127,1614
FURTO DE VEÍCULO,55,49,63,67,49,63,64,67,56,59,65,57,714
