Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,2,0,0,0,0,0,2,0,0,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,2,0,0,0,0,0,2,0,0,6
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,2,3,2,0,2,2,1,1,1,0,16
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,2,1,2,0,0,1,0,6
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,16,12,24,18,17,20,19,8,29,21,14,15,213
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,11,8,5,17,10,8,10,9,12,10,2,112
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,0,0,0,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,1,3,0,4,1,0,2,2,2,2,19
ESTUPRO,0,1,1,0,0,1,0,0,0,0,1,0,4
ESTUPRO DE VULNERÁVEL,0,1,0,3,0,3,1,0,2,2,1,2,15
TOTAL DE ROUBO - OUTROS (1),66,53,75,59,69,73,76,62,74,84,83,96,870
ROUBO - OUTROS,61,45,68,54,63,70,75,57,63,71,76,78,781
ROUBO DE VEÍCULO,7,6,12,13,9,9,13,11,11,11,15,12,129
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,0,1
ROUBO DE CARGA,5,8,7,5,6,3,1,4,11,13,7,18,88
FURTO - OUTROS,100,89,149,84,128,124,121,131,125,126,123,117,1417
FURTO DE VEÍCULO,20,18,30,30,19,17,23,25,24,32,31,19,288
