Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,1,0,0,0,0,1,1,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,1,0,0,0,0,1,1,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,3,2,0,0,0,0,0,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,1,0,0,0,0,1,0,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,14,14,27,16,20,16,21,36,35,116,30,38,383
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,7,9,9,19,7,12,16,10,27,12,12,143
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,0,0,7,2,0,10
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),1,2,1,4,4,2,0,0,3,8,4,4,33
ESTUPRO,0,1,0,2,2,1,0,0,0,1,1,2,10
ESTUPRO DE VULNERÁVEL,1,1,1,2,2,1,0,0,3,7,3,2,23
TOTAL DE ROUBO - OUTROS (1),92,52,75,71,77,71,68,87,116,97,96,87,989
ROUBO - OUTROS,87,52,73,65,74,69,66,84,114,96,91,84,955
ROUBO DE VEÍCULO,9,6,15,9,7,9,13,16,7,15,17,15,138
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,5,0,2,6,3,2,2,3,2,1,5,3,34
FURTO - OUTROS,168,132,276,223,175,179,182,223,227,216,206,169,2376
FURTO DE VEÍCULO,44,45,61,55,56,57,51,57,69,75,77,59,706
