Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,4,18,13,18,18,7,10,8,19,25,12,21,173
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,8,5,2,4,8,4,4,5,8,8,3,66
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,1,0,1,1,0,2,3,0,3,12
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,1,0,1,2,3,4,1,1,0,0,0,13
ESTUPRO,0,0,0,1,0,0,2,0,0,0,0,0,3
ESTUPRO DE VULNERÁVEL,0,1,0,0,2,3,2,1,1,0,0,0,10
TOTAL DE ROUBO - OUTROS (1),11,14,19,34,18,25,19,24,23,28,25,29,269
ROUBO - OUTROS,11,14,18,30,17,22,19,23,23,28,25,28,258
ROUBO DE VEÍCULO,3,5,4,2,1,2,3,5,9,2,8,4,48
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,1,4,1,3,0,1,0,0,0,1,11
FURTO - OUTROS,61,56,64,72,67,60,68,68,60,60,64,88,788
FURTO DE VEÍCULO,41,56,45,46,44,54,58,47,75,55,50,40,611
