Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,0,0,0,0,0,0,0,1,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,1,0,0,0,0,0,0,0,1,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,2,0,0,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,17,11,23,16,14,11,9,9,3,15,8,8,144
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,4,9,0,10,5,6,10,0,3,3,5,62
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,0,0,0,1,1,1,1,0,0,4
ESTUPRO,0,0,0,0,0,0,1,1,0,1,0,0,3
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ROUBO - OUTROS (1),44,26,43,59,56,71,57,85,72,72,70,81,736
ROUBO - OUTROS,43,25,38,55,52,70,55,85,70,70,68,79,710
ROUBO DE VEÍCULO,0,4,2,1,5,3,6,3,6,4,3,3,40
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,1,5,4,4,1,2,0,2,2,2,2,26
FURTO - OUTROS,149,148,204,210,220,203,233,233,212,223,201,215,2451
FURTO DE VEÍCULO,15,21,54,32,28,27,24,32,36,45,50,16,380
