Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,3,1,1,0,1,1,2,2,1,14
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,4,2,1,0,1,1,2,2,1,16
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,2,0,0,1,0,2,1,2,0,0,1,10
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,23,32,29,37,22,34,36,22,23,28,33,50,369
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,6,12,18,8,13,8,8,14,5,13,12,132
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,0,1,0,0,0,1,0,0,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),3,2,3,2,2,3,0,6,5,4,2,3,35
ESTUPRO,2,1,0,0,0,0,0,2,3,1,0,0,9
ESTUPRO DE VULNERÁVEL,1,1,3,2,2,3,0,4,2,3,2,3,26
TOTAL DE ROUBO - OUTROS (1),132,123,140,113,99,105,116,117,119,113,129,114,1420
ROUBO - OUTROS,126,123,136,109,95,93,111,113,119,113,123,111,1372
ROUBO DE VEÍCULO,38,19,38,32,31,26,25,33,22,40,18,40,362
ROUBO A BANCO,1,0,0,0,0,0,0,0,0,0,0,0,1
ROUBO DE CARGA,5,0,4,4,4,12,5,4,0,0,6,3,47
FURTO - OUTROS,114,132,159,154,165,159,120,165,154,183,170,132,1807
FURTO DE VEÍCULO,43,34,47,50,59,53,56,65,44,79,70,42,642
