Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,1,0,0,0,1,0,0,0,1,0,0,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,3,0,0,0,1,0,0,0,1,0,0,7
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,1,0,0,0,0,1,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,2,0,1,0,0,0,1,0,0,0,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,1,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,37,24,23,26,32,20,26,35,26,29,25,25,328
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,3,5,3,6,2,5,2,4,7,8,4,54
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,2,1,0,0,0,0,2,0,0,5
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,0,3,1,4,3,1,0,2,1,3,1,21
ESTUPRO,0,0,1,1,1,0,0,0,0,0,0,0,3
ESTUPRO DE VULNERÁVEL,2,0,2,0,3,3,1,0,2,1,3,1,18
TOTAL DE ROUBO - OUTROS (1),83,76,77,98,145,98,95,82,75,77,85,82,1073
ROUBO - OUTROS,83,76,77,98,145,95,94,82,73,77,83,82,1065
ROUBO DE VEÍCULO,5,9,9,14,13,15,11,10,6,19,13,17,141
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,0,3,1,0,2,0,2,0,8
FURTO - OUTROS,84,88,124,100,276,131,101,129,127,108,105,117,1490
FURTO DE VEÍCULO,34,39,39,31,44,36,34,35,26,28,33,22,401
