Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,1,0,0,0,0,0,0,4,0,0,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,0,0,0,0,0,0,4,0,0,6
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,0,0,1,0,1,0,0,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,1,2,0,0,0,0,0,0,3,0,1,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,29,30,32,22,26,25,36,36,30,41,38,44,389
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,12,11,12,19,22,11,10,12,17,12,15,158
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,0,1,1,0,0,1,1,5
LATROCÍNIO,0,0,0,0,0,1,1,0,0,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,1,0,0,0,0,0,2
TOTAL DE ESTUPRO (4),2,3,7,3,2,5,1,3,8,1,4,2,41
ESTUPRO,0,0,1,1,0,0,0,0,1,0,1,2,6
ESTUPRO DE VULNERÁVEL,2,3,6,2,2,5,1,3,7,1,3,0,35
TOTAL DE ROUBO - OUTROS (1),98,65,68,76,76,94,85,71,67,56,64,80,900
ROUBO - OUTROS,96,64,66,74,76,93,82,70,64,56,62,78,881
ROUBO DE VEÍCULO,8,4,4,6,1,5,6,3,6,7,6,6,62
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,1,2,2,0,1,3,1,3,0,2,2,19
FURTO - OUTROS,119,101,144,136,175,141,157,142,112,147,127,120,1621
FURTO DE VEÍCULO,24,18,31,25,25,27,47,37,29,21,26,23,333
