Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,1,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,1,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,2,0,0,0,0,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,13,8,18,22,17,17,22,17,11,21,21,21,208
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,0,4,3,7,6,4,1,7,3,2,5,44
LESÃO CORPORAL CULPOSA - OUTRAS,1,7,0,0,0,0,0,0,0,0,0,0,8
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,0,0,1,0,0,0,0,1,0,4
ESTUPRO,0,1,0,0,0,0,0,0,0,0,0,0,1
ESTUPRO DE VULNERÁVEL,0,0,1,0,0,1,0,0,0,0,1,0,3
TOTAL DE ROUBO - OUTROS (1),48,28,34,28,30,46,56,67,33,43,36,45,494
ROUBO - OUTROS,43,26,31,26,27,44,53,62,31,40,35,45,463
ROUBO DE VEÍCULO,2,2,0,5,1,1,4,4,0,0,1,2,22
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,5,2,3,2,3,2,3,5,2,3,1,0,31
FURTO - OUTROS,64,63,88,79,96,92,87,90,92,87,75,108,1021
FURTO DE VEÍCULO,8,6,16,7,9,13,15,11,11,7,11,14,128
