Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,1,0,0,0,0,1,0,0,1,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,0,0,0,0,1,0,0,1,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,0,0,1,2,0,0,0,0,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,1,0,0,1,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,28,22,29,22,28,35,26,24,38,27,34,334
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,10,13,10,13,14,19,14,13,15,12,13,151
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,2,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,2,0,0,0,2
TOTAL DE ESTUPRO (4),1,3,2,0,1,1,1,0,1,3,0,1,14
ESTUPRO,1,0,0,0,1,0,0,0,1,3,0,1,7
ESTUPRO DE VULNERÁVEL,0,3,2,0,0,1,1,0,0,0,0,0,7
TOTAL DE ROUBO - OUTROS (1),177,284,335,308,260,228,256,210,284,319,316,305,3282
ROUBO - OUTROS,175,284,335,307,259,228,255,207,284,319,315,303,3271
ROUBO DE VEÍCULO,9,2,10,7,13,6,22,12,7,8,16,10,122
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,0,0,1,1,0,1,3,0,0,1,2,11
FURTO - OUTROS,477,629,632,514,493,498,480,471,445,537,626,703,6505
FURTO DE VEÍCULO,40,54,75,77,68,47,65,77,76,62,58,50,749
