Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,1,0,1,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,1,0,1,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,0,0,0,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,0,2,0,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,48,14,48,35,5,40,37,23,8,37,26,32,353
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,13,7,15,5,5,12,13,9,19,14,14,135
LESÃO CORPORAL CULPOSA - OUTRAS,1,9,10,0,18,0,1,1,1,9,2,1,53
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL DE ESTUPRO (4),2,2,1,1,1,1,3,1,0,4,0,2,18
ESTUPRO,0,1,1,0,0,1,2,0,0,2,0,1,8
ESTUPRO DE VULNERÁVEL,2,1,0,1,1,0,1,1,0,2,0,1,10
TOTAL DE ROUBO - OUTROS (1),121,145,161,181,145,152,131,169,163,186,166,170,1890
ROUBO - OUTROS,121,145,160,179,145,149,129,168,162,186,166,168,1878
ROUBO DE VEÍCULO,11,13,28,22,22,17,23,20,39,26,39,44,304
ROUBO A BANCO,0,0,0,1,0,0,0,0,0,0,0,0,1
ROUBO DE CARGA,0,0,1,1,0,3,2,1,1,0,0,2,11
FURTO - OUTROS,255,183,267,286,341,293,258,308,275,304,277,278,3325
FURTO DE VEÍCULO,54,56,76,52,69,74,72,64,78,58,65,43,761
