Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,0,0,0,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,3,0,1,0,0,0,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,2,0,0,0,0,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,11,14,12,5,11,18,18,12,14,11,19,17,162
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,6,6,2,8,8,5,6,6,5,10,5,71
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,2,0,0,0,0,1,0,0,1,4
ESTUPRO,0,0,0,1,0,0,0,0,1,0,0,1,3
ESTUPRO DE VULNERÁVEL,0,0,0,1,0,0,0,0,0,0,0,0,1
TOTAL DE ROUBO - OUTROS (1),34,35,53,56,50,56,49,37,41,38,41,53,543
ROUBO - OUTROS,32,32,52,53,49,50,48,37,38,36,40,51,518
ROUBO DE VEÍCULO,7,12,10,13,8,4,3,7,9,8,14,21,116
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,3,1,3,1,6,1,0,3,2,1,2,25
FURTO - OUTROS,103,121,132,127,135,152,134,135,156,154,188,188,1725
FURTO DE VEÍCULO,35,55,53,39,36,28,31,56,59,48,40,25,505
