Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,1,0,0,2,2,0,0,0,0,7
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,2,0,0,0,0,0,2
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,14,15,19,21,29,7,13,17,23,16,18,22,214
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,12,9,14,9,4,9,6,12,15,13,16,128
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,1,0,0,0,1,1,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,2,1,2,2,3,4,2,1,0,0,19
ESTUPRO,0,1,1,0,1,1,3,1,0,0,0,0,8
ESTUPRO DE VULNERÁVEL,0,1,1,1,1,1,0,3,2,1,0,0,11
TOTAL DE ROUBO - OUTROS (1),101,122,100,96,104,99,85,98,81,96,91,115,1188
ROUBO - OUTROS,95,117,98,94,102,94,83,96,78,95,89,111,1152
ROUBO DE VEÍCULO,6,7,9,11,5,8,8,12,6,7,13,9,101
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,6,5,2,2,2,5,2,2,3,1,2,4,36
FURTO - OUTROS,214,223,281,303,341,321,251,311,269,266,280,264,3324
FURTO DE VEÍCULO,42,43,53,75,47,56,75,66,70,47,55,44,673
