Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,1,0,1,0,2,2,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,1,0,1,0,3,2,7
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,0,0,0,1,0,2
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,0,0,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,0,0,1,1,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,9,7,24,19,17,10,16,19,21,108,26,35,311
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,9,13,25,17,9,9,21,11,44,16,11,192
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,1,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL DE ESTUPRO (4),2,1,3,0,1,1,0,1,2,1,0,0,12
ESTUPRO,0,0,1,0,0,0,0,0,0,0,0,0,1
ESTUPRO DE VULNERÁVEL,2,1,2,0,1,1,0,1,2,1,0,0,11
TOTAL DE ROUBO - OUTROS (1),135,147,126,155,104,115,106,115,146,98,126,143,1516
ROUBO - OUTROS,133,145,125,154,101,115,104,113,144,98,124,142,1498
ROUBO DE VEÍCULO,14,17,14,19,12,16,12,15,18,26,26,24,213
ROUBO A BANCO,0,0,0,0,0,0,1,0,0,0,0,0,1
ROUBO DE CARGA,2,2,1,1,3,0,1,2,2,0,2,1,17
FURTO - OUTROS,114,147,396,264,325,173,212,311,356,206,155,167,2826
FURTO DE VEÍCULO,23,20,26,32,23,22,34,40,46,39,38,24,367
