Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,9,14,15,28,16,21,16,24,20,27,16,224
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,1,3,0,12,2,3,6,1,5,6,4,44
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,0,0,0,0,0,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,0,2,2,0,3,1,1,2,3,1,1,17
ESTUPRO,0,0,1,2,0,1,0,0,1,2,0,0,7
ESTUPRO DE VULNERÁVEL,1,0,1,0,0,2,1,1,1,1,1,1,10
TOTAL DE ROUBO - OUTROS (1),242,214,202,227,210,231,219,241,234,280,259,237,2796
ROUBO - OUTROS,242,214,202,227,209,231,219,241,234,280,259,236,2794
ROUBO DE VEÍCULO,2,2,3,2,0,3,4,2,4,6,1,1,30
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,1,0,0,0,0,0,0,1,2
FURTO - OUTROS,385,505,547,497,596,691,481,544,471,669,525,509,6420
FURTO DE VEÍCULO,19,15,11,24,15,8,23,19,14,21,13,16,198
