Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,2,1,1,3,1,1,2,1,3,0,17
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,2,1,1,3,1,1,3,1,3,0,18
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,0,0,0,0,0,1,1,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,16,31,27,22,22,19,9,12,14,8,37,40,257
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,7,1,8,9,4,1,3,3,4,13,15,71
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,1,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,5,6,5,5,7,11,11,10,5,5,4,76
ESTUPRO,0,1,2,0,2,2,3,4,0,2,2,1,19
ESTUPRO DE VULNERÁVEL,2,4,4,5,3,5,8,7,10,3,3,3,57
TOTAL DE ROUBO - OUTROS (1),96,70,76,92,84,71,59,86,80,77,66,104,961
ROUBO - OUTROS,96,68,74,91,80,70,54,83,74,68,60,97,915
ROUBO DE VEÍCULO,18,15,14,20,6,13,5,16,14,18,19,20,178
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,2,2,1,4,1,5,3,6,9,6,7,46
FURTO - OUTROS,78,100,126,117,101,114,114,105,73,104,111,85,1228
FURTO DE VEÍCULO,9,11,9,11,14,9,13,16,11,13,11,12,139
