Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,2,0,0,0,0,0,0,0,0,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,2,0,0,0,0,0,0,0,0,0,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,1,1,1,0,0,2,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,2,1,0,1,1,1,0,0,0,1,0,0,7
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,24,21,16,7,19,15,13,16,15,17,20,201
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,4,8,11,8,5,6,2,10,34,2,7,100
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,5,1,1,8
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,0,3,0,1,5,2,0,1,1,13
ESTUPRO,0,0,0,0,0,0,1,1,2,0,1,1,6
ESTUPRO DE VULNERÁVEL,0,0,0,0,3,0,0,4,0,0,0,0,7
TOTAL DE ROUBO - OUTROS (1),55,51,53,53,39,48,61,63,70,72,61,62,688
ROUBO - OUTROS,51,49,49,50,38,47,59,60,65,67,60,55,650
ROUBO DE VEÍCULO,6,2,6,10,9,4,4,11,5,8,4,5,74
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,2,4,3,1,1,2,3,5,5,1,7,38
FURTO - OUTROS,86,66,109,96,91,89,88,108,95,99,100,91,1118
FURTO DE VEÍCULO,24,26,18,22,34,24,33,35,38,42,16,29,341
