Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,1,2,1,0,2,0,1,0,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,2,0,1,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,9,14,9,19,27,16,9,12,17,11,10,171
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,6,22,9,10,18,12,3,16,7,5,12,129
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,0,1,1,4,1,0,0,1,5,0,16
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,1,0,1,0,2,1,2,1,0,8
ESTUPRO,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTUPRO DE VULNERÁVEL,0,0,0,1,0,1,0,2,1,2,0,0,7
TOTAL DE ROUBO - OUTROS (1),79,67,75,102,72,82,77,80,84,98,98,129,1043
ROUBO - OUTROS,76,64,74,101,72,81,75,79,82,97,95,126,1022
ROUBO DE VEÍCULO,16,11,15,8,19,6,19,19,11,17,24,27,192
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,3,1,1,0,1,2,1,2,1,3,3,21
FURTO - OUTROS,140,92,130,121,161,116,123,161,130,128,177,151,1630
FURTO DE VEÍCULO,29,18,47,34,42,42,43,37,43,73,67,47,522
